pos,live_clean,live_dirty,live_total
156,144,3842,3986
157,144,3458,3602
158,144,3458,3602
159,144,3458,3602
160,144,3458,3602
161,0,3458,3458
162,0,3458,3458
163,0,3074,3074
164,0,2306,2306
165,0,770,770
166,0,770,770
167,0,1154,1154
168,0,2690,2690
169,0,3074,3074
170,0,4610,4610
171,144,4610,4754
172,144,4610,4754
173,288,4610,4898
174,288,4610,4898
175,432,4610,5042
176,432,4610,5042
177,576,4610,5186
178,576,4610,5186
179,576,4610,5186
180,576,4610,5186
181,432,4610,5042
182,432,4610,5042
183,432,4610,5042
184,432,4610,5042
185,432,4610,5042
186,288,4610,4898
187,288,4610,4898
188,288,3074,3362
189,288,3074,3362
190,288,3074,3362
191,288,3074,3362
192,144,3074,3218
193,144,3074,3218
194,144,3074,3218
195,144,3074,3218
196,144,3074,3218
197,0,3074,3074
198,0,3074,3074
199,0,1538,1538
200,0,1538,1538
201,0,1922,1922
202,0,3458,3458
203,0,3842,3842
204,0,5378,5378
205,144,5378,5522
206,144,5378,5522
207,288,5378,5666
208,288,5378,5666
209,432,5378,5810
210,432,5378,5810
211,576,5378,5954
212,576,5378,5954
213,576,5378,5954
214,576,5378,5954
215,432,5378,5810
216,432,5378,5810
217,432,5378,5810
218,432,5378,5810
219,432,5378,5810
220,288,5378,5666
221,288,5378,5666
222,288,4994,5282
223,288,3458,3746
224,288,3458,3746
225,288,3458,3746
226,288,3458,3746
227,144,3458,3602
228,144,3458,3602
229,144,3074,3218
230,144,3074,3218
231,144,3074,3218
232,144,3074,3218
233,0,3074,3074
234,0,3074,3074
235,0,2690,2690
236,0,2306,2306
237,0,770,770
238,0,770,770
239,0,866,866
240,0,1250,1250
241,0,1346,1346
242,0,1730,1730
243,144,1730,1874
244,144,1730,1874
245,288,1730,2018
246,288,1730,2018
247,432,1730,2162
248,432,1730,2162
249,576,1730,2306
250,576,1730,2306
251,576,1730,2306
252,576,1730,2306
253,432,1730,2162
254,432,1730,2162
255,432,1730,2162
256,432,1730,2162
257,432,1730,2162
258,288,1730,2018
259,288,1730,2018
260,288,1346,1634
261,288,1346,1634
262,288,1346,1634
263,288,1346,1634
264,144,1346,1490
265,144,1346,1490
266,144,1346,1490
267,144,1346,1490
268,144,1346,1490
269,0,1346,1346
270,0,1346,1346
271,0,962,962
272,0,962,962
273,0,986,986
274,0,1082,1082
275,0,1106,1106
276,0,1202,1202
277,144,1202,1346
278,144,1202,1346
279,288,1202,1490
280,288,1202,1490
281,432,1202,1634
282,432,1202,1634
283,576,1202,1778
284,576,1202,1778
285,576,1202,1778
286,576,1202,1778
287,432,1202,1634
288,432,1202,1634
289,432,1202,1634
290,432,1202,1634
291,432,1202,1634
292,288,1202,1490
293,288,1202,1490
294,288,1201,1489
295,288,1105,1393
296,288,1105,1393
297,288,1105,1393
298,288,1105,1393
299,144,1105,1249
300,144,1105,1249
301,144,1009,1153
302,144,1009,1153
303,144,1009,1153
304,144,1009,1153
305,0,1009,1009
306,0,1009,1009
307,0,1008,1008
308,0,912,912
309,0,816,816
310,0,816,816
311,0,840,840
312,0,936,936
313,0,960,960
314,0,1056,1056
315,144,1056,1200
316,144,1056,1200
317,288,1056,1344
318,288,1056,1344
319,432,1056,1488
320,432,1056,1488
321,576,1056,1632
322,576,1056,1632
323,576,1056,1632
324,576,1056,1632
325,432,1056,1488
326,432,1056,1488
327,432,1056,1488
328,432,1056,1488
329,432,1056,1488
330,288,1056,1344
331,288,1056,1344
332,288,960,1248
333,288,960,1248
334,288,960,1248
335,288,960,1248
336,144,960,1104
337,144,960,1104
338,144,936,1080
339,144,936,1080
340,144,936,1080
341,144,936,1080
342,0,936,936
343,0,936,936
344,0,912,912
345,0,816,816
346,0,816,816
347,0,822,822
348,0,846,846
349,0,852,852
350,0,876,876
351,144,876,1020
352,144,876,1020
353,288,876,1164
354,288,876,1164
355,432,876,1308
356,432,876,1308
357,576,876,1452
358,576,876,1452
359,576,876,1452
360,576,876,1452
361,432,876,1308
362,432,876,1308
363,432,876,1308
364,432,876,1308
365,432,876,1308
366,288,876,1164
367,288,876,1164
368,288,852,1140
369,288,852,1140
370,288,852,1140
371,288,852,1140
372,144,852,996
373,144,852,996
374,144,828,972
375,144,828,972
376,144,828,972
377,144,828,972
378,0,828,828
379,0,828,828
380,0,804,804
381,0,780,780
382,0,780,780
383,0,781,781
384,0,783,783
385,0,784,784
386,0,786,786
387,192,786,978
388,192,786,978
389,384,786,1170
390,384,786,1170
391,576,786,1362
392,576,786,1362
393,768,786,1554
394,768,786,1554
395,768,786,1554
396,768,786,1554
397,576,786,1362
398,576,786,1362
399,576,786,1362
400,576,786,1362
401,576,786,1362
402,384,786,1170
403,384,786,1170
404,384,784,1168
405,384,784,1168
406,384,784,1168
407,384,784,1168
408,192,784,976
409,192,784,976
410,192,778,970
411,192,778,970
412,192,778,970
413,192,778,970
414,0,778,778
415,0,778,778
416,0,772,772
417,0,770,770
418,0,770,770
419,0,772,772
420,0,776,776
421,0,778,778
422,0,782,782
423,0,784,784
424,0,788,788
425,32,788,820
426,32,788,820
427,64,788,852
428,64,788,852
429,96,788,884
430,96,788,884
431,128,788,916
432,128,788,916
433,160,788,948
434,160,788,948
435,192,788,980
436,192,788,980
437,192,788,980
438,192,788,980
439,160,788,948
440,160,788,948
441,160,788,948
442,160,788,948
443,160,788,948
444,128,788,916
445,128,788,916
446,128,784,912
447,128,784,912
448,128,784,912
449,128,782,910
450,128,782,910
451,128,782,910
452,96,782,878
453,96,782,878
454,96,782,878
455,96,782,878
456,96,782,878
457,64,782,846
458,64,782,846
459,64,778,842
460,64,778,842
461,64,778,842
462,64,776,840
463,64,776,840
464,64,776,840
465,32,776,808
466,32,776,808
467,32,776,808
468,32,776,808
469,32,776,808
470,0,776,776
471,0,776,776
472,0,772,772
473,0,772,772
474,0,772,772
475,0,770,770
476,0,771,771
477,0,773,773
478,0,774,774
479,0,776,776
480,0,777,777
481,0,779,779
482,0,780,780
483,0,782,782
484,16,782,798
485,16,782,798
486,32,782,814
487,32,782,814
488,48,782,830
489,48,782,830
490,64,782,846
491,64,782,846
492,80,782,862
493,80,782,862
494,96,782,878
495,96,782,878
496,112,782,894
497,112,782,894
498,128,782,910
499,128,782,910
500,128,782,910
501,128,782,910
502,112,782,894
503,112,782,894
504,112,782,894
505,112,782,894
506,112,782,894
507,96,782,878
508,96,782,878
509,96,780,876
510,96,780,876
511,96,780,876
512,96,780,876
513,80,780,860
514,80,780,860
515,80,780,860
516,80,780,860
517,80,780,860
518,64,780,844
519,64,780,844
520,64,778,842
521,64,778,842
522,64,778,842
523,64,778,842
524,48,778,826
525,48,778,826
526,48,778,826
527,48,778,826
528,48,778,826
529,32,778,810
530,32,778,810
531,32,776,808
532,32,776,808
533,32,776,808
534,32,776,808
535,16,776,792
536,16,776,792
537,16,776,792
538,16,776,792
539,16,776,792
540,0,776,776
541,0,776,776
542,0,774,774
543,0,774,774
544,0,775,775
545,0,777,777
546,0,778,778
547,0,780,780
548,0,781,781
549,0,783,783
550,0,784,784
551,0,786,786
552,16,786,802
553,16,786,802
554,32,786,818
555,32,786,818
556,48,786,834
557,48,786,834
558,64,786,850
559,64,786,850
560,80,786,866
561,80,786,866
562,96,786,882
563,96,786,882
564,112,786,898
565,112,786,898
566,128,786,914
567,128,786,914
568,128,786,914
569,128,786,914
570,112,786,898
571,112,786,898
572,112,786,898
573,112,786,898
574,112,786,898
575,96,786,882
576,96,786,882
577,96,784,880
578,96,784,880
579,96,784,880
580,96,784,880
581,80,784,864
582,80,784,864
583,80,784,864
584,80,784,864
585,80,784,864
586,64,784,848
587,64,784,848
588,64,782,846
589,64,782,846
590,64,782,846
591,64,782,846
592,48,782,830
593,48,782,830
594,48,782,830
595,48,782,830
596,48,782,830
597,32,782,814
598,32,782,814
599,32,780,812
600,32,780,812
601,32,780,812
602,32,780,812
603,16,780,796
604,16,780,796
605,16,780,796
606,16,780,796
607,16,780,796
608,0,780,780
609,0,780,780
610,0,778,778
611,0,778,778
612,0,779,779
613,0,781,781
614,0,782,782
615,0,784,784
616,0,785,785
617,0,787,787
618,0,788,788
619,0,790,790
620,16,790,806
621,16,790,806
622,32,790,822
623,32,790,822
624,48,790,838
625,48,790,838
626,64,790,854
627,64,790,854
628,80,790,870
629,80,790,870
630,96,790,886
631,96,790,886
632,112,790,902
633,112,790,902
634,128,790,918
635,128,790,918
636,128,790,918
637,128,790,918
638,112,790,902
639,112,790,902
640,112,790,902
641,112,790,902
642,112,790,902
643,96,790,886
644,96,790,886
645,96,788,884
646,96,788,884
647,96,788,884
648,96,788,884
649,80,788,868
650,80,788,868
651,80,788,868
652,80,788,868
653,80,788,868
654,64,788,852
655,64,788,852
656,64,786,850
657,64,786,850
658,64,786,850
659,64,786,850
660,48,786,834
661,48,786,834
662,48,786,834
663,48,786,834
664,48,786,834
665,32,786,818
666,32,786,818
667,32,784,816
668,32,784,816
669,32,784,816
670,32,784,816
671,16,784,800
672,16,784,800
673,16,783,799
674,16,783,799
675,16,783,799
676,16,783,799
677,0,783,783
678,0,783,783
679,0,782,782
680,0,780,780
681,0,780,780
682,0,876,876
683,0,1260,1260
684,0,1356,1356
685,0,1740,1740
686,0,1836,1836
687,0,2220,2220
688,0,2316,2316
689,0,2700,2700
690,144,2700,2844
691,144,2700,2844
692,288,2700,2988
693,288,2700,2988
694,432,2700,3132
695,432,2700,3132
696,576,2700,3276
697,576,2700,3276
698,720,2700,3420
699,720,2700,3420
700,864,2700,3564
701,864,2700,3564
702,1008,2700,3708
703,1008,2700,3708
704,1152,2700,3852
705,1152,2700,3852
706,1152,2700,3852
707,1152,2700,3852
708,1008,2700,3708
709,1008,2700,3708
710,1008,2700,3708
711,1008,2700,3708
712,1008,2700,3708
713,864,2700,3564
714,864,2700,3564
715,864,2316,3180
716,864,2316,3180
717,864,2316,3180
718,864,2316,3180
719,720,2316,3036
720,720,2316,3036
721,720,2316,3036
722,720,2316,3036
723,720,2316,3036
724,576,2316,2892
725,576,2316,2892
726,576,1932,2508
727,576,1932,2508
728,576,1932,2508
729,576,1932,2508
730,432,1932,2364
731,432,1932,2364
732,432,1932,2364
733,432,1932,2364
734,432,1932,2364
735,288,1932,2220
736,288,1932,2220
737,288,1548,1836
738,288,1548,1836
739,288,1548,1836
740,288,1548,1836
741,144,1548,1692
742,144,1548,1692
743,144,1548,1692
744,144,1548,1692
745,144,1548,1692
746,0,1548,1548
747,0,1548,1548
748,0,1164,1164
749,0,1164,1164
750,0,1260,1260
751,0,1644,1644
752,0,1740,1740
753,0,2124,2124
754,0,2220,2220
755,0,2604,2604
756,0,2700,2700
757,0,3084,3084
758,144,3084,3228
759,144,3084,3228
760,288,3084,3372
761,288,3084,3372
762,432,3084,3516
763,432,3084,3516
764,576,3084,3660
765,576,3084,3660
766,720,3084,3804
767,720,3084,3804
768,864,3084,3948
769,864,3084,3948
770,1008,3084,4092
771,1008,3084,4092
772,1152,3084,4236
773,1152,3084,4236
774,1296,3084,4380
775,1296,3084,4380
776,1440,3084,4524
777,1440,3084,4524
778,1584,3084,4668
779,1584,3084,4668
780,1728,3084,4812
781,1728,3084,4812
782,1872,3084,4956
783,1872,3084,4956
784,2016,3084,5100
785,2016,3084,5100
786,2160,3084,5244
787,2160,3084,5244
788,2304,3084,5388
789,2304,3084,5388
790,2304,3084,5388
791,2304,3084,5388
792,2160,3084,5244
793,2160,3084,5244
794,2160,3084,5244
795,2160,3084,5244
796,2160,3084,5244
797,2016,3084,5100
798,2016,3084,5100
799,2016,3084,5100
800,2016,3084,5100
801,2016,3084,5100
802,1872,3084,4956
803,1872,3084,4956
804,1872,3084,4956
805,1872,3084,4956
806,1872,3084,4956
807,1728,3084,4812
808,1728,3084,4812
809,1728,2700,4428
810,1728,2700,4428
811,1728,2700,4428
812,1728,2700,4428
813,1584,2700,4284
814,1584,2700,4284
815,1584,2700,4284
816,1584,2700,4284
817,1584,2700,4284
818,1440,2700,4140
819,1440,2700,4140
820,1440,2700,4140
821,1440,2700,4140
822,1440,2700,4140
823,1296,2700,3996
824,1296,2700,3996
825,1296,2700,3996
826,1296,2700,3996
827,1296,2700,3996
828,1152,2700,3852
829,1152,2700,3852
830,1152,2316,3468
831,1152,2316,3468
832,1152,2316,3468
833,1152,2316,3468
834,1008,2316,3324
835,1008,2316,3324
836,1008,2316,3324
837,1008,2316,3324
838,1008,2316,3324
839,864,2316,3180
840,864,2316,3180
841,864,2316,3180
842,864,2316,3180
843,864,2316,3180
844,720,2316,3036
845,720,2316,3036
846,720,2316,3036
847,720,2316,3036
848,720,2316,3036
849,576,2316,2892
850,576,2316,2892
851,576,1932,2508
852,576,1932,2508
853,576,1932,2508
854,576,1932,2508
855,432,1932,2364
856,432,1932,2364
857,432,1836,2268
858,432,1836,2268
859,432,1836,2268
860,432,1836,2268
861,288,1836,2124
862,288,1836,2124
863,288,1740,2028
864,288,1740,2028
865,288,1740,2028
866,288,1740,2028
867,144,1740,1884
868,144,1740,1884
869,144,1644,1788
870,144,1644,1788
871,144,1644,1788
872,144,1644,1788
873,0,1644,1644
874,0,1644,1644
875,0,1548,1548
876,0,1164,1164
877,0,1164,1164
878,0,1188,1188
879,0,1284,1284
880,0,1308,1308
881,0,1404,1404
882,0,1428,1428
883,0,1524,1524
884,0,1548,1548
885,0,1644,1644
886,144,1644,1788
887,144,1644,1788
888,288,1644,1932
889,288,1644,1932
890,432,1644,2076
891,432,1644,2076
892,576,1644,2220
893,576,1644,2220
894,720,1644,2364
895,720,1644,2364
896,864,1644,2508
897,864,1644,2508
898,1008,1644,2652
899,1008,1644,2652
900,1152,1644,2796
901,1152,1644,2796
902,1296,1644,2940
903,1296,1644,2940
904,1440,1644,3084
905,1440,1644,3084
906,1584,1644,3228
907,1584,1644,3228
908,1728,1644,3372
909,1728,1644,3372
910,1872,1644,3516
911,1872,1644,3516
912,2016,1644,3660
913,2016,1644,3660
914,2160,1644,3804
915,2160,1644,3804
916,2304,1644,3948
917,2304,1644,3948
918,2304,1644,3948
919,2304,1644,3948
920,2160,1644,3804
921,2160,1644,3804
922,2160,1644,3804
923,2160,1644,3804
924,2160,1644,3804
925,2016,1644,3660
926,2016,1644,3660
927,2016,1644,3660
928,2016,1644,3660
929,2016,1644,3660
930,1872,1644,3516
931,1872,1644,3516
932,1872,1644,3516
933,1872,1644,3516
934,1872,1644,3516
935,1728,1644,3372
936,1728,1644,3372
937,1728,1548,3276
938,1728,1548,3276
939,1728,1548,3276
940,1728,1548,3276
941,1584,1548,3132
942,1584,1548,3132
943,1584,1548,3132
944,1584,1548,3132
945,1584,1548,3132
946,1440,1548,2988
947,1440,1548,2988
948,1440,1548,2988
949,1440,1548,2988
950,1440,1548,2988
951,1296,1548,2844
952,1296,1548,2844
953,1296,1548,2844
954,1296,1548,2844
955,1296,1548,2844
956,1152,1548,2700
957,1152,1548,2700
958,1152,1452,2604
959,1152,1452,2604
960,1152,1452,2604
961,1152,1452,2604
962,1008,1452,2460
963,1008,1452,2460
964,1008,1452,2460
965,1008,1452,2460
966,1008,1452,2460
967,864,1452,2316
968,864,1452,2316
969,864,1452,2316
970,864,1452,2316
971,864,1452,2316
972,720,1452,2172
973,720,1452,2172
974,720,1452,2172
975,720,1452,2172
976,720,1452,2172
977,576,1452,2028
978,576,1452,2028
979,576,1356,1932
980,576,1356,1932
981,576,1356,1932
982,576,1356,1932
983,432,1356,1788
984,432,1356,1788
985,432,1356,1788
986,432,1356,1788
987,432,1356,1788
988,288,1356,1644
989,288,1356,1644
990,288,1356,1644
991,288,1356,1644
992,288,1356,1644
993,144,1356,1500
994,144,1356,1500
995,144,1356,1500
996,144,1356,1500
997,144,1356,1500
998,0,1356,1356
999,0,1356,1356
1000,0,1260,1260
1001,0,1260,1260
1002,0,1308,1308
1003,0,1404,1404
1004,0,1452,1452
1005,0,1548,1548
1006,0,1596,1596
1007,0,1692,1692
1008,0,1740,1740
1009,0,1836,1836
1010,144,1836,1980
1011,144,1836,1980
1012,288,1836,2124
1013,288,1836,2124
1014,432,1836,2268
1015,432,1836,2268
1016,576,1836,2412
1017,576,1836,2412
1018,720,1836,2556
1019,720,1836,2556
1020,864,1836,2700
1021,864,1836,2700
1022,1008,1836,2844
1023,1008,1836,2844
1024,1152,1836,2988
1025,1152,1836,2988
1026,1296,1836,3132
1027,1296,1836,3132
1028,1440,1836,3276
1029,1440,1836,3276
1030,1584,1836,3420
1031,1584,1836,3420
1032,1728,1836,3564
1033,1728,1836,3564
1034,1872,1836,3708
1035,1872,1836,3708
1036,2016,1836,3852
1037,2016,1836,3852
1038,2160,1836,3996
1039,2160,1836,3996
1040,2304,1836,4140
1041,2304,1836,4140
1042,2304,1836,4140
1043,2304,1836,4140
1044,2160,1836,3996
1045,2160,1836,3996
1046,2160,1836,3996
1047,2160,1836,3996
1048,2160,1836,3996
1049,2016,1836,3852
1050,2016,1836,3852
1051,2016,1836,3852
1052,2016,1836,3852
1053,2016,1836,3852
1054,1872,1836,3708
1055,1872,1836,3708
1056,1872,1836,3708
1057,1872,1836,3708
1058,1872,1836,3708
1059,1728,1836,3564
1060,1728,1836,3564
1061,1728,1835,3563
1062,1728,1739,3467
1063,1728,1739,3467
1064,1728,1739,3467
1065,1728,1739,3467
1066,1584,1739,3323
1067,1584,1739,3323
1068,1584,1739,3323
1069,1584,1739,3323
1070,1584,1739,3323
1071,1440,1739,3179
1072,1440,1739,3179
1073,1440,1739,3179
1074,1440,1739,3179
1075,1440,1739,3179
1076,1296,1739,3035
1077,1296,1739,3035
1078,1296,1739,3035
1079,1296,1739,3035
1080,1296,1739,3035
1081,1152,1739,2891
1082,1152,1739,2891
1083,1152,1738,2890
1084,1152,1642,2794
1085,1152,1642,2794
1086,1152,1642,2794
1087,1152,1642,2794
1088,1008,1642,2650
1089,1008,1642,2650
1090,1008,1642,2650
1091,1008,1642,2650
1092,1008,1642,2650
1093,864,1642,2506
1094,864,1642,2506
1095,864,1642,2506
1096,864,1642,2506
1097,864,1642,2506
1098,720,1642,2362
1099,720,1642,2362
1100,720,1642,2362
1101,720,1642,2362
1102,720,1642,2362
1103,576,1642,2218
1104,576,1642,2218
1105,576,1641,2217
1106,576,1545,2121
1107,576,1545,2121
1108,576,1545,2121
1109,576,1545,2121
1110,432,1545,1977
1111,432,1545,1977
1112,432,1521,1953
1113,432,1521,1953
1114,432,1521,1953
1115,432,1521,1953
1116,288,1521,1809
1117,288,1521,1809
1118,288,1497,1785
1119,288,1497,1785
1120,288,1497,1785
1121,288,1497,1785
1122,144,1497,1641
1123,144,1497,1641
1124,144,1473,1617
1125,144,1473,1617
1126,144,1473,1617
1127,144,1473,1617
1128,0,1473,1473
1129,0,1473,1473
1130,0,1472,1472
1131,0,1448,1448
1132,0,1352,1352
1133,0,1352,1352
1134,0,1400,1400
1135,64,1400,1464
1136,64,1400,1464
1137,64,1400,1464
1138,64,1400,1464
1139,0,1400,1400
1140,0,1400,1400
1141,0,1400,1400
1142,0,1448,1448
1143,64,1448,1512
1144,64,1448,1512
1145,64,1448,1512
1146,64,1448,1512
1147,0,1448,1448
1148,0,1448,1448
1149,0,1448,1448
1150,0,1496,1496
1151,64,1496,1560
1152,64,1496,1560
1153,64,1496,1560
1154,64,1496,1560
1155,0,1496,1496
1156,0,1496,1496
1157,0,1496,1496
1158,0,1544,1544
1159,64,1544,1608
1160,64,1544,1608
1161,64,1544,1608
1162,64,1544,1608
1163,0,1544,1544
1164,0,1544,1544
1165,0,1544,1544
1166,0,1592,1592
1167,64,1592,1656
1168,64,1592,1656
1169,64,1592,1656
1170,64,1592,1656
1171,0,1592,1592
1172,0,1592,1592
1173,0,1592,1592
1174,0,1640,1640
1175,64,1640,1704
1176,64,1640,1704
1177,64,1640,1704
1178,64,1640,1704
1179,0,1640,1640
1180,0,1640,1640
1181,0,1640,1640
1182,0,1688,1688
1183,64,1688,1752
1184,64,1688,1752
1185,64,1688,1752
1186,64,1688,1752
1187,0,1688,1688
1188,0,1688,1688
1189,0,1688,1688
1190,0,1736,1736
1191,64,1736,1800
1192,64,1736,1800
1193,64,1736,1800
1194,64,1736,1800
1195,0,1736,1736
1196,0,1736,1736
1197,0,1736,1736
1198,0,1784,1784
1199,64,1784,1848
1200,64,1784,1848
1201,64,1784,1848
1202,64,1784,1848
1203,0,1784,1784
1204,0,1784,1784
1205,0,1784,1784
1206,0,1832,1832
1207,64,1832,1896
1208,64,1832,1896
1209,64,1832,1896
1210,64,1832,1896
1211,0,1832,1832
1212,0,1832,1832
1213,0,1832,1832
1214,0,1880,1880
1215,64,1880,1944
1216,64,1880,1944
1217,64,1880,1944
1218,64,1880,1944
1219,0,1880,1880
1220,0,1880,1880
1221,0,1880,1880
1222,0,1928,1928
1223,64,1928,1992
1224,64,1928,1992
1225,64,1928,1992
1226,64,1928,1992
1227,0,1928,1928
1228,0,1928,1928
1229,0,1928,1928
1230,0,1976,1976
1231,64,1976,2040
1232,64,1976,2040
1233,64,1976,2040
1234,64,1976,2040
1235,0,1976,1976
1236,0,1976,1976
1237,0,1928,1928
1238,0,1928,1928
1239,0,1976,1976
1240,64,1976,2040
1241,64,1976,2040
1242,64,1976,2040
1243,64,1976,2040
1244,0,1976,1976
1245,0,1976,1976
1246,0,1928,1928
1247,0,1928,1928
1248,0,1976,1976
1249,64,1976,2040
1250,64,1976,2040
1251,64,1976,2040
1252,64,1976,2040
1253,0,1976,1976
1254,0,1976,1976
1255,0,1928,1928
1256,0,1928,1928
1257,0,1976,1976
1258,64,1976,2040
1259,64,1976,2040
1260,64,1976,2040
1261,64,1976,2040
1262,0,1976,1976
1263,0,1976,1976
1264,0,1928,1928
1265,0,1928,1928
1266,0,2120,2120
1267,0,2312,2312
1268,0,2312,2312
1269,0,2264,2264
1270,0,2216,2216
1271,0,2168,2168
1272,0,2120,2120
1273,0,1928,1928
1274,0,2120,2120
1275,0,2312,2312
1276,0,2312,2312
1277,0,2264,2264
1278,0,2216,2216
1279,0,2168,2168
1280,0,2120,2120
1281,0,1928,1928
1282,0,2120,2120
1283,0,2312,2312
1284,0,2312,2312
1285,0,2264,2264
1286,0,2216,2216
1287,0,2168,2168
1288,0,2120,2120
1289,0,1928,1928
1290,0,2120,2120
1291,0,2312,2312
1292,0,2312,2312
1293,0,2264,2264
1294,0,2216,2216
1295,0,2168,2168
1296,0,2120,2120
1297,0,1928,1928
1298,0,2024,2024
1299,0,2408,2408
1300,0,2504,2504
1301,0,2888,2888
1302,0,2984,2984
1303,0,3368,3368
1304,0,3464,3464
1305,0,3848,3848
1306,144,3848,3992
1307,144,3848,3992
1308,288,3848,4136
1309,288,3848,4136
1310,432,3848,4280
1311,432,3848,4280
1312,576,3848,4424
1313,576,3848,4424
1314,720,3848,4568
1315,720,3848,4568
1316,864,3848,4712
1317,864,3848,4712
1318,1008,3848,4856
1319,1008,3848,4856
1320,1152,3848,5000
1321,1152,3848,5000
1322,1296,3848,5144
1323,1296,3848,5144
1324,1440,3848,5288
1325,1440,3848,5288
1326,1584,3848,5432
1327,1584,3848,5432
1328,1728,3848,5576
1329,1728,3848,5576
1330,1872,3848,5720
1331,1872,3848,5720
1332,2016,3848,5864
1333,2016,3848,5864
1334,2160,3848,6008
1335,2160,3848,6008
1336,2304,3848,6152
1337,2304,3848,6152
1338,2304,3848,6152
1339,2304,3848,6152
1340,2160,3848,6008
1341,2160,3848,6008
1342,2160,3848,6008
1343,2160,3848,6008
1344,2160,3848,6008
1345,2016,3848,5864
1346,2016,3848,5864
1347,2016,3848,5864
1348,2016,3848,5864
1349,2016,3848,5864
1350,1872,3848,5720
1351,1872,3848,5720
1352,1872,3848,5720
1353,1872,3848,5720
1354,1872,3848,5720
1355,1728,3848,5576
1356,1728,3848,5576
1357,1728,3656,5384
1358,1728,3272,5000
1359,1728,3272,5000
1360,1728,3272,5000
1361,1728,3272,5000
1362,1584,3272,4856
1363,1584,3272,4856
1364,1584,3272,4856
1365,1584,3272,4856
1366,1584,3272,4856
1367,1440,3272,4712
1368,1440,3272,4712
1369,1440,3272,4712
1370,1440,3272,4712
1371,1440,3272,4712
1372,1296,3272,4568
1373,1296,3272,4568
1374,1296,3272,4568
1375,1296,3272,4568
1376,1296,3272,4568
1377,1152,3272,4424
1378,1152,3272,4424
1379,1152,3080,4232
1380,1152,2696,3848
1381,1152,2696,3848
1382,1152,2696,3848
1383,1152,2696,3848
1384,1008,2696,3704
1385,1008,2696,3704
1386,1008,2696,3704
1387,1008,2696,3704
1388,1008,2696,3704
1389,864,2696,3560
1390,864,2696,3560
1391,864,2696,3560
1392,864,2696,3560
1393,864,2696,3560
1394,720,2696,3416
1395,720,2696,3416
1396,720,2696,3416
1397,720,2696,3416
1398,720,2696,3416
1399,576,2696,3272
1400,576,2696,3272
1401,576,2504,3080
1402,576,2120,2696
1403,576,2120,2696
1404,576,2120,2696
1405,576,2120,2696
1406,432,2120,2552
1407,432,2120,2552
1408,432,2024,2456
1409,432,2024,2456
1410,432,2024,2456
